-0.50568,2,-218,-15,151,-1,-74,-0.49038,0.4587,0.46732,-0.47841,0.99324,0.48148
-0.073529,-10.5,2,-218,-15,151,-1,0.43519,-0.49038,0.4587,0.46732,-0.47841,0.99324
1.2139,-54,-10.5,2,-218,-15,151,0.84983,0.43519,-0.49038,0.4587,0.46732,-0.47841
0.48201,45,-54,-10.5,2,-218,-15,0.36364,0.84983,0.43519,-0.49038,0.4587,0.46732
-0.24771,-5,45,-54,-10.5,2,-218,0.95816,0.36364,0.84983,0.43519,-0.49038,0.4587
-0.041667,-343,-5,45,-54,-10.5,2,-0.26636,0.95816,0.36364,0.84983,0.43519,-0.49038
-0.40476,-326,-343,-5,45,-54,-10.5,-0.90535,-0.26636,0.95816,0.36364,0.84983,0.43519
-0.69684,-47,-326,-343,-5,45,-54,0.76382,-0.90535,-0.26636,0.95816,0.36364,0.84983
0.10976,-1,-47,-326,-343,-5,45,0.82561,0.76382,-0.90535,-0.26636,0.95816,0.36364
0.25,-46,-1,-47,-326,-343,-5,0.64411,0.82561,0.76382,-0.90535,-0.26636,0.95816
-0.36184,-328,-46,-1,-47,-326,-343,-0.33649,0.64411,0.82561,0.76382,-0.90535,-0.26636
1.4965,-246,-328,-46,-1,-47,-326,0.56228,-0.33649,0.64411,0.82561,0.76382,-0.90535
0.020468,-510,-246,-328,-46,-1,-47,0.082993,0.56228,-0.33649,0.64411,0.82561,0.76382
0.14063,9,-510,-246,-328,-46,-1,0.094996,0.082993,0.56228,-0.33649,0.64411,0.82561
-0.18354,-43,9,-510,-246,-328,-46,0.066971,0.094996,0.082993,0.56228,-0.33649,0.64411
-0.5,-85,-43,9,-510,-246,-328,0.0023828,0.066971,0.094996,0.082993,0.56228,-0.33649
-0.46049,-326,-85,-43,9,-510,-246,-0.33611,0.0023828,0.066971,0.094996,0.082993,0.56228
-0.47771,-303,-326,-85,-43,9,-510,-0.96308,-0.33611,0.0023828,0.066971,0.094996,0.082993
0,-114,-303,-326,-85,-43,9,0.58242,-0.96308,-0.33611,0.0023828,0.066971,0.094996
0.064444,-61,-114,-303,-326,-85,-43,0.63457,0.58242,-0.96308,-0.33611,0.0023828,0.066971
-0.34091,-165,-61,-114,-303,-326,-85,0.25843,0.63457,0.58242,-0.96308,-0.33611,0.0023828
-0.20093,-154,-165,-61,-114,-303,-326,-0.14554,0.25843,0.63457,0.58242,-0.96308,-0.33611
-0.31395,-58,-154,-165,-61,-114,-303,-0.28986,-0.14554,0.25843,0.63457,0.58242,-0.96308
-0.40654,-39,-58,-154,-165,-61,-114,-0.43089,-0.28986,-0.14554,0.25843,0.63457,0.58242
0.046296,-105,-39,-58,-154,-165,-61,0.88947,-0.43089,-0.28986,-0.14554,0.25843,0.63457
0.98638,92,-105,-39,-58,-154,-165,0.98562,0.88947,-0.43089,-0.28986,-0.14554,0.25843
0.0068966,6,92,-105,-39,-58,-154,-0.90164,0.98562,0.88947,-0.43089,-0.28986,-0.14554
-0.06,-10,6,92,-105,-39,-58,0.98895,-0.90164,0.98562,0.88947,-0.43089,-0.28986
0.032258,112,-10,6,92,-105,-39,-0.062762,0.98895,-0.90164,0.98562,0.88947,-0.43089
-0.16537,-10,112,-10,6,92,-105,-0.35211,-0.062762,0.98895,-0.90164,0.98562,0.88947
-0.14934,-5.5,-10,112,-10,6,92,-0.48322,-0.35211,-0.062762,0.98895,-0.90164,0.98562
-0.45,167,-5.5,-10,112,-10,6,-0.61187,-0.48322,-0.35211,-0.062762,0.98895,-0.90164
0.080442,-325,167,-5.5,-10,112,-10,0.69296,-0.61187,-0.48322,-0.35211,-0.062762,0.98895
0.36184,103,-325,167,-5.5,-10,112,0.79776,0.69296,-0.61187,-0.48322,-0.35211,-0.062762
-0.18327,-402,103,-325,167,-5.5,-10,0.90683,0.79776,0.69296,-0.61187,-0.48322,-0.35211
0.18627,117,-402,103,-325,167,-5.5,0.063636,0.90683,0.79776,0.69296,-0.61187,-0.48322
-0.4375,6,117,-402,103,-325,167,0.084034,0.063636,0.90683,0.79776,0.69296,-0.61187
-0.86996,-1,6,117,-402,103,-325,0.99286,0.084034,0.063636,0.90683,0.79776,0.69296
-0.13636,10,-1,6,117,-402,103,0.97959,0.99286,0.084034,0.063636,0.90683,0.79776
0.19444,-28,10,-1,6,117,-402,0.86667,0.97959,0.99286,0.084034,0.063636,0.90683
0.058824,-3,-28,10,-1,6,117,0.94139,0.86667,0.97959,0.99286,0.084034,0.063636
0.048387,-4,-3,-28,10,-1,6,0.97683,0.94139,0.86667,0.97959,0.99286,0.084034
0.23333,-37,-4,-3,-28,10,-1,0.77698,0.97683,0.94139,0.86667,0.97959,0.99286
0.0721,-25,-37,-4,-3,-28,10,0.97852,0.77698,0.97683,0.94139,0.86667,0.97959
0.27852,-910,-25,-37,-4,-3,-28,0.4283,0.97852,0.77698,0.97683,0.94139,0.86667
-0.44346,-513,-910,-25,-37,-4,-3,0.32448,0.4283,0.97852,0.77698,0.97683,0.94139
-0.41954,-565,-513,-910,-25,-37,-4,0.12073,0.32448,0.4283,0.97852,0.77698,0.97683
-0.49063,-729,-565,-513,-910,-25,-37,-0.26272,0.12073,0.32448,0.4283,0.97852,0.77698
-0.33333,-197,-729,-565,-513,-910,-25,-0.40304,-0.26272,0.12073,0.32448,0.4283,0.97852
-0.48286,-211,-197,-729,-565,-513,-910,-0.6063,-0.40304,-0.26272,0.12073,0.32448,0.4283
-0.13353,-362,-211,-197,-729,-565,-513,0.16204,-0.6063,-0.40304,-0.26272,0.12073,0.32448
-0.10071,-85,-362,-211,-197,-729,-565,0.075239,0.16204,-0.6063,-0.40304,-0.26272,0.12073
0.045455,-36,-85,-362,-211,-197,-729,0.019812,0.075239,0.16204,-0.6063,-0.40304,-0.26272
0.016097,-547,-36,-85,-362,-211,-197,-0.7731,0.019812,0.075239,0.16204,-0.6063,-0.40304
0.16667,-40,-547,-36,-85,-362,-211,0.375,-0.7731,0.019812,0.075239,0.16204,-0.6063
0.20313,53,-40,-547,-36,-85,-362,-0.86548,0.375,-0.7731,0.019812,0.075239,0.16204
-1.2977,-29,53,-40,-547,-36,-85,-0.88323,-0.86548,0.375,-0.7731,0.019812,0.075239
0.44828,-10,-29,53,-40,-547,-36,0.88889,-0.88323,-0.86548,0.375,-0.7731,0.019812
0.87755,59,-10,-29,53,-40,-547,0.13462,0.88889,-0.88323,-0.86548,0.375,-0.7731
-0.0045045,7,59,-10,-29,53,-40,0.77778,0.13462,0.88889,-0.88323,-0.86548,0.375
1.3781,74,7,59,-10,-29,53,0.90476,0.77778,0.13462,0.88889,-0.88323,-0.86548
0.043478,79,74,7,59,-10,-29,-0.74013,0.90476,0.77778,0.13462,0.88889,-0.88323
0.13529,26,79,74,7,59,-10,-0.80608,-0.74013,0.90476,0.77778,0.13462,0.88889
-0.90952,-38,26,79,74,7,59,-0.95062,-0.80608,-0.74013,0.90476,0.77778,0.13462
0.051282,-14,-38,26,79,74,7,0.96647,-0.95062,-0.80608,-0.74013,0.90476,0.77778
0.048387,87,-14,-38,26,79,74,-0.68421,0.96647,-0.95062,-0.80608,-0.74013,0.90476
-0.15263,-28,87,-14,-38,26,79,-0.87473,-0.68421,0.96647,-0.95062,-0.80608,-0.74013
0.023649,57.5,-28,87,-14,-38,26,0.20974,-0.87473,-0.68421,0.96647,-0.95062,-0.80608
-0.32975,38,57.5,-28,87,-14,-38,-0.94613,0.20974,-0.87473,-0.68421,0.96647,-0.95062
-0.5,98,38,57.5,-28,87,-14,-0.49062,-0.94613,0.20974,-0.87473,-0.68421,0.96647
0.3853,263,98,38,57.5,-28,87,0.54795,-0.49062,-0.94613,0.20974,-0.87473,-0.68421
-0.20519,-4,263,98,38,57.5,-28,-0.43849,0.54795,-0.49062,-0.94613,0.20974,-0.87473
-1.0345,45,-4,263,98,38,57.5,-0.99109,-0.43849,0.54795,-0.49062,-0.94613,0.20974
0.6746,-1,45,-4,263,98,38,0.8,-0.99109,-0.43849,0.54795,-0.49062,-0.94613
0.57391,-5,-1,45,-4,263,98,0.98794,0.8,-0.99109,-0.43849,0.54795,-0.49062
0.96753,39,-5,-1,45,-4,263,-0.94661,0.98794,0.8,-0.99109,-0.43849,0.54795
-0.080645,-1,39,-5,-1,45,-4,-0.96513,-0.94661,0.98794,0.8,-0.99109,-0.43849
-0.6375,-3,-1,39,-5,-1,45,0.14286,-0.96513,-0.94661,0.98794,0.8,-0.99109
0.75,124,-3,-1,39,-5,-1,-0.83522,0.14286,-0.96513,-0.94661,0.98794,0.8
-0.18571,-12,124,-3,-1,39,-5,-0.86268,-0.83522,0.14286,-0.96513,-0.94661,0.98794
-0.0625,88,-12,124,-3,-1,39,-0.78057,-0.86268,-0.83522,0.14286,-0.96513,-0.94661
-0.2,105,88,-12,124,-3,-1,-0.67334,-0.78057,-0.86268,-0.83522,0.14286,-0.96513
0.55689,-121,105,88,-12,124,-3,0.035857,-0.67334,-0.78057,-0.86268,-0.83522,0.14286
0.5,32,-121,105,88,-12,124,0.15709,0.035857,-0.67334,-0.78057,-0.86268,-0.83522
0,-141,32,-121,105,88,-12,0.70316,0.15709,0.035857,-0.67334,-0.78057,-0.86268
0.031915,54,-141,32,-121,105,88,-0.45729,0.70316,0.15709,0.035857,-0.67334,-0.78057
0.19091,39,54,-141,32,-121,105,-0.31325,-0.45729,0.70316,0.15709,0.035857,-0.67334
-0.014388,2,39,54,-141,32,-121,-0.99531,-0.31325,-0.45729,0.70316,0.15709,0.035857
-0.20588,12,2,39,54,-141,32,-0.98124,-0.99531,-0.31325,-0.45729,0.70316,0.15709
-0.375,0,12,2,39,54,-141,-0.21128,-0.98124,-0.99531,-0.31325,-0.45729,0.70316
